Customer State,Market,Order Country
CA,Africa,SudAfrica
GA,Africa,SudAfrica
IL,Europe,Francia
MI,Europe,Ucrania
CA,Europe,Francia
CT,Europe,España
NY,Europe,Francia
AZ,Europe,Francia
LA,Europe,Francia
PA,Europe,Francia
MI,Europe,Alemania
PA,Europe,Italia
TN,Europe,Italia
WA,Europe,Polonia
CA,Europe,España
IL,Europe,Francia
CA,Europe,Francia
NY,Europe,Portugal
CA,Europe,Reino Unido
IL,Europe,Rumania
CA,LATAM,México
CA,LATAM,Colombia
DC,LATAM,México
FL,LATAM,México
HI,LATAM,Brasil
CA,LATAM,Brasil
NY,LATAM,Brasil
CA,LATAM,México
TX,LATAM,Colombia
MA,LATAM,México
NY,LATAM,República Dominicana
OH,LATAM,México
PA,LATAM,Trinidad y Tobago
CA,LATAM,Guatemala
CA,LATAM,Brasil
PA,LATAM,México
CA,LATAM,Panamá
CA,LATAM,México
TN,LATAM,México
CA,LATAM,Brasil
OH,LATAM,Honduras
TX,LATAM,Guatemala
NY,LATAM,Honduras
CA,LATAM,Venezuela
NJ,LATAM,Brasil
WV,LATAM,Brasil
NY,LATAM,Cuba
IL,LATAM,México
GA,LATAM,Guatemala
CA,LATAM,Guatemala
FL,LATAM,Guatemala
CA,LATAM,El Salvador
MN,LATAM,Brasil
NJ,LATAM,Argentina
TX,LATAM,Brasil
CA,LATAM,El Salvador
CA,LATAM,Brasil
IL,LATAM,México
OR,LATAM,México
TX,LATAM,Guatemala
CA,LATAM,Guatemala
FL,LATAM,Brasil
MN,LATAM,Brasil
NY,LATAM,Colombia
PR,Pacific Asia,India
CA,Pacific Asia,China
TX,Pacific Asia,China
PR,Pacific Asia,Afganistán
MA,Pacific Asia,Afganistán
PR,Pacific Asia,Afganistán
CA,Pacific Asia,Australia
PR,Pacific Asia,Indonesia
ND,Pacific Asia,Australia
PR,Pacific Asia,China
MD,Pacific Asia,China
PR,Pacific Asia,China
ND,Pacific Asia,China
HI,Pacific Asia,India
GA,Pacific Asia,India
PR,Pacific Asia,Indonesia
VA,Pacific Asia,Indonesia
CA,Pacific Asia,Indonesia
CA,Pacific Asia,Indonesia
NY,Pacific Asia,India
PR,Pacific Asia,India
UT,Pacific Asia,India
TN,Pacific Asia,India
PR,Pacific Asia,India
CA,Pacific Asia,China
GA,Pacific Asia,Indonesia
PR,Pacific Asia,Indonesia
MI,Pacific Asia,Australia
PR,Pacific Asia,Australia
NY,Pacific Asia,Australia
PR,Pacific Asia,Australia
CO,Pacific Asia,Australia
MI,Pacific Asia,Australia
PR,Pacific Asia,China
IL,Pacific Asia,Australia
PR,Pacific Asia,Australia
MI,Pacific Asia,China
PR,Pacific Asia,Indonesia
TN,Pacific Asia,Indonesia
PR,Pacific Asia,Japón
OH,Pacific Asia,Pakistán
PR,Pacific Asia,China
NY,Pacific Asia,India
PR,Pacific Asia,India
MO,Pacific Asia,India
CA,Pacific Asia,India
CA,Pacific Asia,India
PR,Pacific Asia,Indonesia
MO,Pacific Asia,Vietnam
PR,Pacific Asia,Vietnam
CA,Pacific Asia,Vietnam
CA,Pacific Asia,Vietnam
PR,Pacific Asia,China
GA,Pacific Asia,China
PR,Pacific Asia,Corea del Sur
MI,Pacific Asia,Filipinas
NY,Pacific Asia,Filipinas
PR,Pacific Asia,India
AZ,Pacific Asia,India
PR,Pacific Asia,India
CA,Pacific Asia,India
PR,Pacific Asia,India
NJ,Pacific Asia,Indonesia
TN,Pacific Asia,Indonesia
TN,Pacific Asia,Indonesia
PR,Pacific Asia,Australia
UT,Pacific Asia,Tailandia
PR,Pacific Asia,Tailandia
CA,Pacific Asia,Bangladés
PR,Pacific Asia,Bangladés
CA,Pacific Asia,India
PR,Pacific Asia,India
FL,Pacific Asia,Tailandia
PR,Pacific Asia,Tailandia
NY,Pacific Asia,Australia
PR,Pacific Asia,Australia
NY,Pacific Asia,Malasia
CA,Pacific Asia,China
PR,Pacific Asia,China
CA,Pacific Asia,Singapur
PR,Pacific Asia,Australia
NC,Pacific Asia,China
OH,Pacific Asia,China
OR,Pacific Asia,China
PR,Pacific Asia,China
PR,Pacific Asia,China
NY,Pacific Asia,China
OH,Pacific Asia,Australia
PR,Pacific Asia,Australia
CA,Pacific Asia,Australia
PR,Pacific Asia,Australia
CA,Pacific Asia,India
AZ,Pacific Asia,India
PR,Pacific Asia,Vietnam
HI,Pacific Asia,India
PR,Pacific Asia,China
PR,LATAM,Guatemala
PR,LATAM,Nicaragua
PR,Pacific Asia,Arabia Saudí
PR,Pacific Asia,Nueva Zelanda
PR,Pacific Asia,Turquía
PR,Pacific Asia,Indonesia
PR,Pacific Asia,Mongolia
PR,Pacific Asia,Indonesia
PR,Pacific Asia,China
PR,Pacific Asia,Australia
PR,Pacific Asia,Indonesia
PR,Pacific Asia,Australia
PR,Pacific Asia,Australia
PR,Pacific Asia,India
PR,USCA,Estados Unidos
PR,USCA,Estados Unidos
PR,USCA,Estados Unidos
PR,USCA,Estados Unidos
PR,USCA,Estados Unidos
PR,USCA,Estados Unidos
PR,USCA,Estados Unidos
PR,Africa,SudAfrica
PR,Africa,SudAfrica
PR,Europe,Alemania
PR,Europe,Francia
PR,Europe,Alemania
PR,Europe,Reino Unido
PR,Europe,Reino Unido
PR,Europe,Alemania
PR,Europe,Francia
PR,Europe,Francia
PR,Europe,Rumania
PR,Europe,Reino Unido
PR,Europe,Reino Unido
PR,Europe,Ucrania
PR,Europe,Reino Unido
PR,Europe,Francia
PR,Europe,Ucrania
PR,LATAM,Guatemala
PR,LATAM,República Dominicana
PR,LATAM,México
PR,LATAM,México
PR,LATAM,México
PR,LATAM,México
PR,LATAM,Brasil
PR,LATAM,México
PR,LATAM,Honduras
PR,LATAM,Brasil
PR,Pacific Asia,China
PR,Pacific Asia,Mongolia
PR,Pacific Asia,Nueva Zelanda
PR,Pacific Asia,Irán
PR,Pacific Asia,Australia
PR,Pacific Asia,Turquía
PR,Pacific Asia,Vietnam
PR,Pacific Asia,Myanmar (Birmania)
PR,Pacific Asia,Japón
PR,Pacific Asia,Turquía
PR,Pacific Asia,Australia
PR,USCA,Estados Unidos
PR,USCA,Estados Unidos
PR,USCA,Estados Unidos
PR,USCA,Estados Unidos
PR,USCA,Estados Unidos
PR,USCA,Estados Unidos
PR,USCA,Estados Unidos
PR,USCA,Estados Unidos
PR,USCA,Estados Unidos
PR,Africa,República Democrática del Congo
PR,Africa,Marruecos
PR,Europe,Italia
PR,Europe,Italia
PR,Europe,Alemania
PR,Europe,Países Bajos
PR,Europe,Austria
PR,Europe,Alemania
PR,Europe,Italia
PR,Europe,Francia
PR,Europe,Reino Unido
PR,Europe,Reino Unido
PR,Europe,Francia
PR,Europe,Francia
PR,Europe,Países Bajos
PR,Europe,Alemania
PR,Europe,Francia
PR,Europe,Alemania
PR,Europe,Rumania
PR,LATAM,México
PR,LATAM,México
PR,Europe,Países Bajos
PR,Europe,Italia
PR,Europe,Finlandia
PR,Europe,Italia
PR,Europe,Italia
PR,Europe,Países Bajos
PR,Europe,Francia
PR,Europe,Francia
PR,Europe,Alemania
PR,Europe,Alemania
PR,Europe,Rusia
PR,Europe,Reino Unido
PR,Europe,Reino Unido
PR,Europe,Reino Unido
PR,Europe,Reino Unido
PR,Europe,Finlandia
PR,Europe,España
PR,Europe,Italia
PR,Europe,Francia
PR,Europe,Francia
PR,Europe,Francia
PR,Europe,Alemania
PR,Europe,Rusia
PR,Europe,Reino Unido
PR,Europe,Finlandia
PR,Europe,Francia
PR,Europe,Reino Unido
PR,Europe,Finlandia
PR,Europe,Italia
PR,Europe,Francia
PR,Europe,Alemania
PR,Europe,Países Bajos
PR,Europe,Francia
PR,Europe,Países Bajos
PR,Europe,Francia
PR,Europe,Alemania
PR,Europe,Países Bajos
PR,Europe,Polonia
PR,Europe,Suecia
PR,Europe,Irlanda
PR,Europe,España
PR,Europe,Francia
PR,Europe,Francia
PR,Europe,Italia
PR,Europe,Alemania
PR,Europe,Francia
PR,Europe,Reino Unido
PR,Europe,Reino Unido
PR,Europe,Reino Unido
PR,Europe,Suecia
PR,Europe,España
PR,Europe,España
PR,Europe,Reino Unido
PR,Europe,Noruega
PR,Europe,Reino Unido
PR,Europe,Países Bajos
PR,Europe,Francia
PR,Europe,Eslovaquia
PR,Europe,Suecia
PR,Europe,Reino Unido
PR,Europe,Italia
PR,Europe,Italia
PR,Europe,Francia
PR,Europe,Reino Unido
PR,Europe,Reino Unido
PR,Europe,Reino Unido
PR,Europe,Reino Unido
PR,Europe,Reino Unido
PR,Europe,España
PR,Europe,Italia
PR,Europe,Francia
PR,Europe,Francia
PR,Europe,Bélgica
PR,Europe,Ucrania
PR,Europe,Reino Unido
PR,Europe,Reino Unido
PR,Europe,Italia
PR,Europe,Alemania
PR,Europe,Países Bajos
PR,Europe,Francia
PR,Europe,Alemania
PR,Europe,Francia
PR,Europe,Reino Unido
PR,Europe,Reino Unido
PR,Europe,Italia
PR,Europe,Alemania
PR,Europe,Francia
PR,Europe,Alemania
PR,Europe,Francia
PR,Europe,Polonia
PR,LATAM,México
PR,LATAM,Ecuador
PR,LATAM,República Dominicana
PR,LATAM,Honduras
PR,LATAM,Brasil
PR,LATAM,Honduras
PR,LATAM,Nicaragua
PR,LATAM,República Dominicana
PR,LATAM,Guatemala
PR,LATAM,El Salvador
PR,LATAM,Cuba
PR,LATAM,Honduras
PR,LATAM,Brasil
PR,LATAM,República Dominicana
PR,LATAM,México
PR,LATAM,México
PR,LATAM,Perú
PR,LATAM,Brasil
PR,LATAM,Brasil
PR,LATAM,México
PR,LATAM,Honduras
PR,LATAM,México
PR,LATAM,Bolivia
PR,LATAM,Guatemala
PR,LATAM,Nicaragua
PR,LATAM,El Salvador
PR,LATAM,Guatemala
PR,LATAM,Brasil
PR,LATAM,Brasil
PR,LATAM,México
PR,LATAM,México
PR,LATAM,Brasil
PR,LATAM,Brasil
PR,LATAM,Venezuela
PR,LATAM,Brasil
PR,LATAM,México
PR,LATAM,Chile
PR,LATAM,Honduras
PR,LATAM,Brasil
PR,LATAM,Jamaica
PR,LATAM,México
PR,LATAM,El Salvador
PR,LATAM,México
PR,LATAM,Brasil
PR,LATAM,México
PR,LATAM,Cuba
PR,LATAM,El Salvador
PR,LATAM,Cuba
PR,LATAM,Colombia
PR,LATAM,Perú
PR,LATAM,México
PR,LATAM,República Dominicana
PR,LATAM,República Dominicana
PR,LATAM,Brasil
PR,LATAM,Perú
PR,LATAM,Guatemala
PR,LATAM,Brasil
PR,LATAM,Brasil
PR,Pacific Asia,India
PR,Pacific Asia,China
PR,Pacific Asia,Nueva Zelanda
PR,Pacific Asia,Nueva Zelanda
PR,Pacific Asia,China
PR,Pacific Asia,Australia
PR,Pacific Asia,Filipinas
PR,Pacific Asia,Irak
PR,Pacific Asia,Filipinas
PR,Pacific Asia,Turquía
PR,Pacific Asia,Filipinas
PR,Pacific Asia,Irán
PR,Pacific Asia,Turquía
PR,Pacific Asia,India
PR,Pacific Asia,Vietnam
PR,Pacific Asia,China
PR,Pacific Asia,Australia
PR,Pacific Asia,Turquía
PR,Pacific Asia,Irak
PR,Pacific Asia,Bangladés
PR,Pacific Asia,China
PR,Pacific Asia,Filipinas
PR,Pacific Asia,Indonesia
PR,Pacific Asia,Australia
PR,Pacific Asia,Irak
PR,Pacific Asia,Turquía
PR,Pacific Asia,China
PR,Pacific Asia,Yemen
PR,Pacific Asia,Irak
PR,Pacific Asia,China
PR,Pacific Asia,Japón
PR,Pacific Asia,Filipinas
NY,Africa,Marruecos
AZ,Africa,Nigeria
OR,Africa,Egipto
CA,Africa,Ghana
IL,Africa,Argelia
IN,Africa,Marruecos
CA,Africa,Costa de Marfil
CA,Africa,Kenia
CA,Africa,Egipto
MD,Africa,Sudán
PA,Africa,Egipto
NY,Africa,Egipto
IL,Africa,Argelia
CA,Africa,Marruecos
GA,Africa,Marruecos
NJ,Africa,República Democrática del Congo
CA,Africa,Sudán
CA,Africa,Costa de Marfil
TN,Africa,República Democrática del Congo
FL,Africa,Somalia
IL,Africa,Angola
CA,Africa,Tanzania
NY,Africa,Egipto
MA,Africa,Sudán
NY,Africa,Guinea
FL,Africa,Marruecos
PA,Africa,Etiopía
NY,Africa,Egipto
CA,Africa,Tanzania
CA,Europe,Países Bajos
MD,Europe,Italia
AZ,Europe,Alemania
CA,Europe,Italia
MD,Europe,Rusia
CA,Europe,Reino Unido
IL,Europe,Reino Unido
NC,Europe,Francia
CA,Europe,Francia
NY,Europe,Países Bajos
OH,Europe,Bélgica
IL,Europe,Reino Unido
OH,Europe,Reino Unido
MD,Europe,Italia
OR,Europe,Italia
CA,Europe,Finlandia
NY,Europe,Francia
NY,Europe,Francia
MA,Europe,Bulgaria
CA,Europe,España
CA,Europe,Francia
NY,Europe,Alemania
CA,Europe,Italia
ID,Europe,Italia
TX,Europe,Italia
CA,Europe,Alemania
NY,Europe,Reino Unido
NY,Europe,Italia
CA,Europe,Francia
TX,Europe,Italia
CA,Europe,Ucrania
CA,Europe,Reino Unido
CA,Europe,Francia
PA,Europe,Bélgica
AZ,Europe,Alemania
CA,Europe,Francia
FL,Europe,Italia
PA,Europe,Alemania
UT,Europe,Reino Unido
NC,Europe,Alemania
VA,Europe,Francia
CA,Europe,Reino Unido
CA,Europe,España
NJ,Europe,Reino Unido
FL,Europe,Francia
IL,Europe,Francia
IN,Europe,Alemania
NY,Europe,Austria
NJ,Europe,Italia
CA,Europe,Francia
VA,Europe,España
TX,Europe,Francia
NY,Europe,España
OH,Europe,Alemania
OH,Europe,Alemania
FL,Europe,Italia
TX,Europe,Alemania
CA,Europe,Rusia
OR,Europe,Reino Unido
CA,Europe,Francia
CA,Europe,Francia
CA,Europe,Francia
CA,Pacific Asia,Japón
IL,Pacific Asia,China
MI,Pacific Asia,China
MT,Pacific Asia,Corea del Sur
NJ,Pacific Asia,China
CA,Pacific Asia,Australia
GA,Pacific Asia,Australia
NY,Pacific Asia,Australia
MD,Pacific Asia,India
OH,Pacific Asia,India
NY,Pacific Asia,Filipinas
HI,Pacific Asia,Indonesia
IL,Pacific Asia,Vietnam
WI,Pacific Asia,Indonesia
NJ,Pacific Asia,Irak
CA,Pacific Asia,Uzbekistán
PA,Pacific Asia,Kirguistán
CA,Pacific Asia,Japón
FL,Pacific Asia,China
NV,Pacific Asia,Australia
CA,Pacific Asia,Australia
CO,Pacific Asia,Australia
MA,Pacific Asia,Australia
CA,Pacific Asia,India
IL,Pacific Asia,India
MD,Pacific Asia,India
OH,Pacific Asia,Pakistán
CA,Pacific Asia,Indonesia
FL,Pacific Asia,Filipinas
GA,Pacific Asia,Indonesia
HI,Pacific Asia,Indonesia
WI,Pacific Asia,Indonesia
MN,Pacific Asia,Arabia Saudí
CA,Pacific Asia,China
AZ,Pacific Asia,Australia
CA,Pacific Asia,Nueva Zelanda
CA,Pacific Asia,Australia
HI,Pacific Asia,Australia
IL,Pacific Asia,Australia
MA,Pacific Asia,Australia
PA,Pacific Asia,Australia
TX,Pacific Asia,Australia
CA,Pacific Asia,Australia
CA,Pacific Asia,India
IL,Pacific Asia,India
TX,Pacific Asia,India
FL,Pacific Asia,Filipinas
MD,Pacific Asia,Filipinas
RI,Pacific Asia,Indonesia
TN,Pacific Asia,Indonesia
CO,Pacific Asia,Turquía
CA,Pacific Asia,Arabia Saudí
CA,Pacific Asia,Irak
MA,Pacific Asia,Georgia
TX,Pacific Asia,Kazajistán
MA,Pacific Asia,Japón
CA,Pacific Asia,China
CA,Pacific Asia,China
IL,Pacific Asia,China
NY,Pacific Asia,China
OH,Pacific Asia,Australia
CA,Pacific Asia,Australia
IL,Pacific Asia,Australia
IL,Pacific Asia,Australia
KS,Pacific Asia,Nueva Zelanda
MD,Pacific Asia,Australia
PA,Pacific Asia,Australia
TX,Pacific Asia,Australia
NY,Pacific Asia,India
FL,Pacific Asia,Nepal
TX,Pacific Asia,India
IL,Pacific Asia,Indonesia
MA,Pacific Asia,Indonesia
CA,Pacific Asia,Vietnam
OH,Pacific Asia,Arabia Saudí
CA,Pacific Asia,Turquía
CA,Pacific Asia,Turquía
CA,Pacific Asia,Arabia Saudí
CA,Pacific Asia,Turquía
GA,Pacific Asia,Turquía
TX,Pacific Asia,Kazajistán
CA,Pacific Asia,China
CA,Pacific Asia,Corea del Sur
NY,Pacific Asia,China
CA,Pacific Asia,Australia
FL,Pacific Asia,Australia
OH,Pacific Asia,Australia
CA,Pacific Asia,India
CA,Pacific Asia,Irán
NY,Pacific Asia,Irán
CA,Europe,Alemania
FL,Europe,Reino Unido
IL,Europe,Irlanda
OR,Europe,Reino Unido
CA,Europe,Italia
CA,Europe,Francia
NC,Europe,Países Bajos
WI,Europe,Francia
MO,Europe,Reino Unido
CA,Europe,Alemania
CA,Europe,Alemania
CA,Europe,Francia
NY,Europe,Alemania
NY,Europe,Alemania
CA,Europe,Francia
PA,Europe,España
CA,Europe,Francia
CA,Europe,Alemania
CA,Europe,Austria
MI,Europe,Francia
IL,Europe,Reino Unido
NV,Europe,Alemania
VA,Europe,Alemania
NY,Europe,Ucrania
MI,Europe,Reino Unido
CA,Europe,Alemania
MA,Europe,Francia
AZ,Europe,España
PA,Europe,Italia
TX,Europe,España
CA,Europe,Alemania
NY,Europe,Rusia
AZ,Europe,España
AZ,Europe,Francia
AZ,Europe,Alemania
CA,Europe,Francia
IL,Europe,Alemania
IL,Europe,Bélgica
PA,Europe,Alemania
CA,Europe,Rusia
NY,Europe,Rusia
NY,Europe,España
HI,Europe,Alemania
NY,Europe,Rusia
WA,Europe,Polonia
CA,Europe,España
CA,Europe,Alemania
CA,Europe,Alemania
CA,Europe,Francia
NJ,Europe,España
TX,Europe,Italia
CA,Europe,Francia
CO,Europe,Francia
PA,Europe,Reino Unido
NJ,Europe,Francia
CA,Europe,España
FL,Europe,Austria
MI,Europe,Alemania
PA,Europe,Francia
VA,Europe,Francia
CA,Europe,Rusia
CA,Europe,Italia
CA,Europe,Rusia
AZ,Europe,Francia
CA,Europe,Francia
IL,Europe,Alemania
CA,Europe,España
CA,Europe,Reino Unido
NY,Europe,Reino Unido
CT,Europe,Italia
ID,Europe,Italia
CA,Europe,Austria
OR,Europe,Países Bajos
PA,Europe,Francia
TX,Europe,Polonia
CA,Europe,España
OH,Europe,Italia
CA,Europe,Francia
IL,Europe,Francia
MD,Europe,Alemania
CA,Europe,Rusia
PA,Europe,Polonia
CA,Europe,Reino Unido
IL,Europe,Reino Unido
NJ,Europe,Reino Unido
TX,Europe,Francia
CA,Europe,Rusia
CA,Europe,Reino Unido
MO,Europe,Reino Unido
NJ,Europe,España
HI,Europe,Francia
IL,Europe,Francia
CA,LATAM,Chile
MD,LATAM,Cuba
CA,LATAM,México
MI,LATAM,Brasil
NJ,LATAM,Honduras
NY,LATAM,Brasil
HI,LATAM,Honduras
NY,LATAM,Guatemala
NY,LATAM,Guatemala
NY,LATAM,México
OH,LATAM,Brasil
IL,LATAM,Brasil
MN,LATAM,Brasil
MN,LATAM,Brasil
AZ,Pacific Asia,China
HI,Pacific Asia,Turquía
AZ,Pacific Asia,China
WI,Pacific Asia,Turquía
OH,Pacific Asia,Israel
PA,Pacific Asia,Kazajistán
CA,Pacific Asia,Indonesia
LA,Pacific Asia,Indonesia
HI,Pacific Asia,Australia
VA,Pacific Asia,Vietnam
VA,Pacific Asia,India
IL,Pacific Asia,Filipinas
MI,Pacific Asia,Nueva Zelanda
CO,Pacific Asia,China
AZ,Pacific Asia,Irán
HI,Pacific Asia,Australia
MD,Pacific Asia,Corea del Sur
TX,Pacific Asia,India
OH,Pacific Asia,Australia
NC,Pacific Asia,Australia
OH,Pacific Asia,Filipinas
VA,Pacific Asia,Vietnam
NJ,Pacific Asia,China
CA,Pacific Asia,Tailandia
